NOMBRE_DEPTO;CODIGO_MUNICIPIO;NOMBRE_MPIO;Nombre
VALLE DEL CAUCA;76828;TRUJILLO;Trujillo
VALLE DEL CAUCA;76834;TULUÁ;Tuluá
VALLE DEL CAUCA;76890;YOTOCO;Yotoco
VALLE DEL CAUCA;76020;ALCALÁ;Alcala
VALLE DEL CAUCA;76041;ANSERMANUEVO;Ansermanuevo
VALLE DEL CAUCA;76054;ARGELIA;Argelia
VALLE DEL CAUCA;76100;BOLÍVAR;Bolívar
VALLE DEL CAUCA;76147;CARTAGO;Cartago
VALLE DEL CAUCA;76243;EL ÁGUILA;El Águila
VALLE DEL CAUCA;76246;EL CAIRO;El Cairo
VALLE DEL CAUCA;76250;EL DOVIO;El Dovio
VALLE DEL CAUCA;76400;LA UNIÓN;La Unión
VALLE DEL CAUCA;76403;LA VICTORIA;La Victoria
VALLE DEL CAUCA;76497;OBANDO;Obando
VALLE DEL CAUCA;76622;ROLDANILLO;Roldanillo
VALLE DEL CAUCA;76823;TORO;Toro
VALLE DEL CAUCA;76845;ULLOA;Ulloa
VALLE DEL CAUCA;76863;VERSALLES;Versalles
VALLE DEL CAUCA;76895;ZARZAL;Zarzal
VALLE DEL CAUCA;76109;BUENAVENTURA;Buenaventura
VALLE DEL CAUCA;76122;CAICEDONIA;Caicedonia
VALLE DEL CAUCA;76736;SEVILLA;Sevilla
VALLE DEL CAUCA;76001;CALI;Cali
VALLE DEL CAUCA;76130;CANDELARIA;Candelaria
VALLE DEL CAUCA;76233;DAGUA;Dagua
VALLE DEL CAUCA;76275;FLORIDA;Florida
VALLE DEL CAUCA;76364;JAMUNDÍ;Jamundí
VALLE DEL CAUCA;76377;LA CUMBRE;La Cumbre
VALLE DEL CAUCA;76520;PALMIRA;Palmira
VALLE DEL CAUCA;76563;PRADERA;Pradera
VALLE DEL CAUCA;76869;VIJES;Vijes
VALLE DEL CAUCA;76892;YUMBO;Yumbo
VAUPES;97161;CARURU;Caruru
VAUPES;97001;MITÚ;Mitú
VAUPES;97511;PACOA;Pacoa
VAUPES;97777;PAPUNAHUA;Papunahua
VAUPES;97666;TARAIRA;Taraira
VAUPES;97889;YAVARATÉ;Yavaraté
VICHADA;99773;CUMARIBO;Cumaribo
VICHADA;99524;LA PRIMAVERA;La Primavera
VICHADA;99001;PUERTO CARREÑO;Puerto Carreño
VICHADA;99624;SANTA ROSALÍA;Santa Rosalía
